Geneid	Col_100	Col_131	Col_182	Col_184	Col_186	Col_195	Col_326	Col_87	Col_9
ENSMUSG00000089369	0	8	0	0	0	4	2	0	0
ENSMUSG00000093563	0	0	0	0	0	0	0	0	0
ENSMUSG00000093427	0	0	0	0	0	0	0	0	0
ENSMUSG00000040287	10	13	50	53	24	34	46	21	36
ENSMUSG00000040280	53	33	28	40	10	72	66	50	30
ENSMUSG00000019891	1662	1705	1059	1285	1446	722	971	1277	1278
ENSMUSG00000043259	40	37	87	109	56	257	102	34	37
ENSMUSG00002074897	0	0	0	0	0	0	0	0	0
ENSMUSG00000112273	0	0	0	0	0	0	0	0	2
ENSMUSG00000025403	2363	1183	858	1003	907	949	976	1197	1442
ENSMUSG00000040258	8	10	22	14	4	20	20	6	14
ENSMUSG00000019861	1354	1623	1296	1521	1439	1152	1379	1245	1344
ENSMUSG00000112550	15	26	30	12	27	18	30	8	12
ENSMUSG00000097704	0	0	0	0	0	0	0	0	0
ENSMUSG00000112317	3	6	11	2	15	2	17	0	4
ENSMUSG00000089800	0	4	2	0	0	3	2	2	2
ENSMUSG00000038624	0	0	0	0	0	0	0	0	0
ENSMUSG00000023068	7532	6880	4604	5243	4876	3215	4535	5522	5759
ENSMUSG00000112563	0	0	0	0	0	0	0	0	0
ENSMUSG00000112361	0	0	0	0	0	0	0	0	0
ENSMUSG00000112464	0	0	0	0	0	0	0	0	0
ENSMUSG00000037747	12	16	12	36	14	26	34	20	10
ENSMUSG00000111887	0	0	0	0	0	0	0	0	0
ENSMUSG00000112149	0	0	0	0	0	4	0	0	0
ENSMUSG00000112607	0	0	0	0	0	0	2	0	0
ENSMUSG00000112791	0	0	0	0	0	0	0	0	0
ENSMUSG00000112752	0	0	0	0	0	0	0	0	0
ENSMUSG00000112320	0	0	0	0	0	0	0	0	0
ENSMUSG00000049576	2	0	0	0	0	0	0	0	0
ENSMUSG00000112870	0	0	0	0	0	0	0	0	0
ENSMUSG00000112552	0	0	0	0	0	0	0	0	0
ENSMUSG00000038602	24	32	44	36	28	38	62	10	28
ENSMUSG00000111918	0	0	0	0	0	0	0	0	0
ENSMUSG00000112883	0	0	0	0	0	0	0	0	0
ENSMUSG00000112125	0	0	0	0	0	0	0	0	0
ENSMUSG00000112257	0	0	0	0	0	0	0	0	0
ENSMUSG00000112576	0	0	0	0	0	0	0	0	0
ENSMUSG00002076720	0	0	0	0	0	0	0	0	0
ENSMUSG00000112681	0	0	0	0	0	0	0	0	0
ENSMUSG00000112376	0	0	0	0	2	0	0	0	0
ENSMUSG00000047692	0	0	2	0	0	2	0	0	0
ENSMUSG00000112853	0	0	0	0	0	0	0	0	0
ENSMUSG00000112032	0	0	0	0	0	0	0	0	0
ENSMUSG00000112835	0	0	0	0	0	0	0	0	0
ENSMUSG00000118918	0	0	0	0	0	0	0	0	0
ENSMUSG00000038594	34	50	84	175	77	146	211	60	98
ENSMUSG00000112709	0	2	4	0	0	0	3	0	0
ENSMUSG00000112239	10	16	8	2	2	7	8	4	18
ENSMUSG00000038583	11	30	58	87	23	72	89	24	56
ENSMUSG00000112734	0	0	0	0	6	0	2	0	0
ENSMUSG00000111892	0	0	0	0	0	0	0	0	0
ENSMUSG00000112132	0	0	0	0	0	0	0	0	0
ENSMUSG00000056219	0	0	0	0	0	0	0	0	0
ENSMUSG00000112733	0	0	0	1	0	0	0	2	0
ENSMUSG00000112739	0	0	0	1	0	0	2	2	0
ENSMUSG00000112440	0	0	0	0	0	0	0	0	0
ENSMUSG00000040249	6573	9053	10906	7710	6788	7868	9643	7128	5272
ENSMUSG00000086499	0	1	3	3	2	1	5	0	0
ENSMUSG00000112696	2	0	2	0	0	0	0	0	0
ENSMUSG00000002147	3839	4110	3638	3497	3393	2673	3981	3102	3714
ENSMUSG00000014329	142	123	237	136	108	172	280	183	324
ENSMUSG00000058298	564	611	547	611	479	509	486	482	485
ENSMUSG00000112745	0	0	0	0	0	0	0	2	0
ENSMUSG00000112530	0	0	0	1	0	0	0	2	0
ENSMUSG00000090212	0	0	0	0	0	0	0	0	0
ENSMUSG00000112731	0	0	0	0	0	0	0	0	0
ENSMUSG00000112566	0	0	0	0	0	0	0	0	0
ENSMUSG00000112634	0	0	0	6	1	0	0	0	0
ENSMUSG00000025402	288	256	165	206	142	170	223	170	251
ENSMUSG00000112748	0	0	0	0	0	0	0	0	0
ENSMUSG00000085731	0	0	0	0	0	0	0	0	0
ENSMUSG00000112366	0	0	0	0	0	0	0	0	0
ENSMUSG00000112189	0	0	0	0	0	0	0	0	0
ENSMUSG00000112028	0	0	0	0	0	0	0	0	0
ENSMUSG00000019857	408	473	336	413	374	296	314	218	337
ENSMUSG00000112332	28	32	34	66	24	33	28	42	45
ENSMUSG00000040195	616	660	884	603	785	486	625	343	582
ENSMUSG00000087163	9	10	10	9	5	6	18	13	16
ENSMUSG00000019856	10	16	19	48	16	30	55	14	16
ENSMUSG00000112809	0	0	0	0	0	0	0	0	0
ENSMUSG00000025401	39242	37780	18251	21119	23615	31755	22804	30823	28827
ENSMUSG00000003923	1735	1668	1543	1847	1307	1230	1361	1263	1839
ENSMUSG00000025400	2	0	0	0	2	0	0	0	0
ENSMUSG00000044617	963	991	1011	795	918	861	1032	635	987
ENSMUSG00000058396	54	33	85	94	56	57	105	50	110
ENSMUSG00000019927	987	729	824	1151	882	960	1117	759	955
ENSMUSG00000112813	0	6	9	8	1	7	16	0	4
ENSMUSG00000093732	0	0	0	0	0	0	0	0	0
ENSMUSG00000089789	17	42	22	32	24	21	18	24	37
ENSMUSG00000112582	0	0	0	0	0	0	0	0	0
ENSMUSG00000099009	0	0	0	0	0	0	0	0	0
ENSMUSG00000037710	3794	4239	2339	3231	3125	2665	2941	3193	3090
ENSMUSG00000056148	229	418	187	264	354	209	154	149	138
ENSMUSG00000069456	4996	5079	2543	2894	4573	3811	3062	3539	2208
ENSMUSG00000003746	3035	4382	3425	3874	2937	2997	3778	2580	4157
ENSMUSG00000054052	37	35	66	53	82	23	31	34	50
ENSMUSG00000112824	7	10	2	7	9	12	2	9	23
ENSMUSG00000097069	14	4	7	0	4	7	0	5	1
ENSMUSG00000112013	0	2	0	0	0	0	0	0	0
ENSMUSG00000112516	0	0	0	0	0	0	0	0	0
ENSMUSG00000119760	0	0	0	0	0	0	0	0	0
ENSMUSG00000074639	29	39	45	78	32	31	46	9	32
ENSMUSG00000112882	0	0	0	0	0	0	0	0	0
ENSMUSG00000088987	0	0	0	0	0	0	0	0	0
ENSMUSG00000112575	0	0	0	0	0	0	0	0	0
ENSMUSG00000112755	0	0	0	2	0	0	0	0	0
ENSMUSG00000040134	0	2	0	2	2	0	0	0	4
ENSMUSG00000040127	22	34	12	16	17	7	4	26	14
ENSMUSG00000085993	0	2	0	4	0	0	0	5	0
ENSMUSG00000090036	0	0	0	0	0	0	0	0	0
ENSMUSG00000088687	0	0	0	0	0	0	0	0	0
ENSMUSG00000060733	13624	15388	11839	13355	11522	10548	14195	11038	12304
ENSMUSG00000112446	0	0	0	0	0	0	0	0	0
ENSMUSG00000112108	0	1	2	0	0	0	0	0	0
ENSMUSG00000112608	0	0	0	0	0	0	0	0	0
ENSMUSG00000112416	0	0	0	0	0	0	0	0	0
ENSMUSG00000112126	0	0	0	0	0	0	0	0	0
ENSMUSG00000111965	0	0	0	0	0	0	0	0	0
ENSMUSG00000112624	0	0	0	0	0	0	0	0	0
ENSMUSG00000112152	0	0	0	0	0	0	0	0	0
ENSMUSG00000112714	2	0	0	0	0	0	0	0	0
ENSMUSG00000112717	0	0	0	0	0	0	0	0	0
ENSMUSG00000025396	0	4	2	2	4	0	0	2	0
ENSMUSG00000111999	0	0	0	0	0	0	0	0	0
ENSMUSG00000112909	14	8	16	7	4	2	14	6	12
ENSMUSG00000077142	0	0	0	0	0	0	0	0	0
ENSMUSG00000043859	0	0	0	0	0	0	0	0	0
ENSMUSG00000112185	0	0	0	0	0	0	0	0	0
ENSMUSG00000038122	657	656	947	828	603	688	884	630	756
ENSMUSG00000112414	0	0	0	0	0	0	0	0	0
ENSMUSG00000053830	6	0	0	6	0	6	4	0	0
ENSMUSG00000112528	0	0	0	0	0	0	6	0	0
ENSMUSG00000077642	0	0	0	0	0	0	0	0	0
ENSMUSG00000047669	74	70	80	72	80	72	100	44	38
ENSMUSG00000071303	18	22	20	14	20	21	16	6	14
ENSMUSG00000050953	1244	668	742	1064	836	808	1204	832	962
ENSMUSG00000112833	3	2	4	6	4	6	4	3	6
ENSMUSG00000112175	0	0	0	0	0	2	2	0	0
ENSMUSG00000112825	46	27	22	28	22	22	22	32	18
ENSMUSG00000111906	0	0	0	0	0	0	0	0	0
ENSMUSG00000045048	0	0	0	0	0	1	0	0	0
ENSMUSG00000087723	0	0	0	0	0	0	0	0	0
ENSMUSG00000112191	0	0	0	0	0	0	0	0	0
ENSMUSG00000112837	0	0	0	0	0	0	0	0	0
ENSMUSG00000112345	0	0	0	0	0	0	0	0	0
ENSMUSG00000088253	0	0	0	0	0	0	0	0	0
ENSMUSG00000112217	0	0	0	0	0	0	0	0	0
ENSMUSG00000111954	0	0	0	0	0	2	0	0	0
ENSMUSG00000111969	0	0	0	0	0	0	0	0	0
ENSMUSG00000019923	1714	1470	1279	1523	1238	1312	1347	1188	1622
ENSMUSG00000025395	507	482	613	568	559	413	516	244	426
ENSMUSG00000111988	0	0	0	0	0	0	0	0	0
ENSMUSG00000112862	0	0	0	0	0	0	0	0	0
ENSMUSG00000097370	0	0	0	0	0	0	2	0	2
ENSMUSG00000112168	0	0	0	0	0	2	0	0	0
ENSMUSG00000061315	19186	17378	13332	18890	12834	17178	16404	14529	16930
ENSMUSG00000019878	301	302	382	439	308	396	359	246	271
ENSMUSG00000071072	4892	3826	2987	4559	2957	3518	3495	3839	4413
ENSMUSG00000111947	8	4	14	10	2	11	6	12	6
ENSMUSG00000019877	5207	4778	4929	5344	4416	4441	5072	4236	4482
ENSMUSG00000093406	0	0	0	0	0	0	0	0	0
ENSMUSG00000019888	9281	8487	4541	6166	5620	692	2118	8405	10758
ENSMUSG00000025393	84873	89160	64352	75962	73533	61935	68294	65760	70846
ENSMUSG00000111931	0	0	0	0	0	0	0	0	0
ENSMUSG00000064778	0	1	3	8	2	3	3	0	2
ENSMUSG00000092952	0	0	0	0	0	0	0	0	0
ENSMUSG00000104755	0	0	0	0	0	0	0	0	0
ENSMUSG00000112342	0	0	0	0	0	0	0	0	0
ENSMUSG00002075374	0	0	0	0	0	0	0	0	0
ENSMUSG00000111990	16	8	2	0	6	2	0	44	52
ENSMUSG00000112012	0	0	0	0	0	0	0	0	0
ENSMUSG00000112073	0	0	0	0	0	0	0	0	0
ENSMUSG00000098139	0	0	0	0	0	0	0	0	0
ENSMUSG00000019890	12	0	14	12	0	6	10	23	42
ENSMUSG00000044921	153	189	369	296	190	312	438	117	182
ENSMUSG00000112221	0	0	0	0	0	0	0	0	0
ENSMUSG00000112845	0	0	0	0	0	0	0	0	0
ENSMUSG00000112046	2	0	0	2	0	2	2	0	0
ENSMUSG00000036602	0	0	0	0	0	0	0	0	0
ENSMUSG00000090638	0	0	0	0	0	0	0	0	0
ENSMUSG00000019876	38	34	10	38	24	22	20	74	106
ENSMUSG00000019892	0	4	4	2	1	1	2	0	0
ENSMUSG00000093552	0	0	0	0	0	0	0	0	0
ENSMUSG00000077528	0	0	0	0	0	0	0	0	0
ENSMUSG00000112622	0	0	0	0	0	0	0	0	0
ENSMUSG00000019874	2	6	26	20	10	0	26	8	8
ENSMUSG00000019872	23747	12516	10478	13137	14021	11585	12787	17442	15562
ENSMUSG00000058537	0	0	4	0	0	0	0	0	0
ENSMUSG00000057216	0	0	0	0	0	0	0	0	2
ENSMUSG00000019894	12	24	24	38	28	48	70	24	26
ENSMUSG00000075046	0	4	0	0	0	0	0	0	0
ENSMUSG00000112923	0	0	0	0	0	0	0	0	0
ENSMUSG00000075045	0	0	0	0	0	0	0	0	0
ENSMUSG00000112636	0	0	0	0	0	0	0	0	0
ENSMUSG00000112319	0	0	0	0	0	0	0	0	0
ENSMUSG00000093601	0	0	0	0	2	0	0	0	2
ENSMUSG00000112644	0	2	0	0	0	0	0	0	0
ENSMUSG00000112839	0	0	0	0	0	0	0	0	0
ENSMUSG00000098173	0	0	0	0	0	0	0	0	0
ENSMUSG00000112554	0	0	0	0	0	0	0	0	0
ENSMUSG00000112570	0	0	0	0	0	0	0	0	0
ENSMUSG00000064630	0	0	0	0	0	0	0	0	0
ENSMUSG00000112281	0	0	0	0	0	0	0	0	0
ENSMUSG00000099264	0	0	0	0	0	0	0	0	0
ENSMUSG00000089182	0	0	0	0	0	0	0	0	0
ENSMUSG00000089019	0	0	0	0	0	0	0	0	0
ENSMUSG00000112044	0	0	0	0	0	0	0	0	0
ENSMUSG00000064432	0	0	0	0	0	0	0	0	0
ENSMUSG00000077407	0	0	0	0	0	0	0	0	0
ENSMUSG00000103775	0	0	0	0	0	0	0	2	0
ENSMUSG00000036019	1419	1493	2458	1928	1552	1601	2098	1322	1431
ENSMUSG00000112193	2	0	0	12	2	4	4	4	2
ENSMUSG00000112176	0	0	0	0	2	0	0	0	0
ENSMUSG00000112512	0	2	2	35	4	2	6	1	6
ENSMUSG00000084399	6	30	40	27	22	21	38	10	4
ENSMUSG00000112900	0	8	29	22	14	28	32	2	4
ENSMUSG00000089904	0	1	5	14	13	0	4	3	0
ENSMUSG00000112571	3	14	19	38	4	14	30	8	4
ENSMUSG00000038039	3680	4694	3725	3453	3087	2313	3176	3395	3304
ENSMUSG00000088084	0	0	0	0	0	0	0	0	0
ENSMUSG00000111914	0	0	0	0	0	0	0	0	0
ENSMUSG00000112034	0	0	0	0	0	0	0	0	0
ENSMUSG00000112668	0	0	0	0	0	0	0	0	0
ENSMUSG00000112523	0	0	0	0	0	0	0	0	0
ENSMUSG00000056877	0	0	0	0	0	0	0	0	0
ENSMUSG00000112520	0	0	0	0	0	0	0	0	0
ENSMUSG00000040054	6048	8029	7585	6626	6650	5453	8292	5166	5628
ENSMUSG00000112066	0	0	0	0	0	0	0	0	0
ENSMUSG00000019920	3511	3825	3821	3972	3226	2838	3742	2989	2867
ENSMUSG00000070214	0	1	0	0	0	2	1	0	2
ENSMUSG00000003226	4085	5028	5036	5180	4151	3688	5411	3651	4019
ENSMUSG00000040043	935	1037	1210	1244	991	925	1306	932	1002
ENSMUSG00000112553	0	0	0	0	0	0	0	0	0
ENSMUSG00000038010	197	210	222	168	176	155	175	187	176
ENSMUSG00000112670	0	4	9	6	10	0	5	2	6
ENSMUSG00000003227	2	20	4	14	16	6	12	2	18
ENSMUSG00000091526	0	0	0	0	0	0	0	0	0
ENSMUSG00000053825	20	21	16	28	22	30	32	2	28
ENSMUSG00002075731	0	0	0	0	0	0	0	0	0
ENSMUSG00000091731	0	0	0	0	0	0	0	0	0
ENSMUSG00000112424	0	2	0	0	0	0	0	0	0
ENSMUSG00000055958	0	0	0	0	0	4	2	0	0
ENSMUSG00000108029	0	0	0	0	0	0	0	0	0
ENSMUSG00000112201	0	0	0	0	0	0	0	0	0
ENSMUSG00000037990	16	10	16	26	20	52	40	14	34
ENSMUSG00002076965	0	0	0	0	0	0	0	0	0
ENSMUSG00000044005	27	31	34	30	48	43	42	24	26
ENSMUSG00000118550	3	4	4	4	0	0	2	0	0
ENSMUSG00000035948	4	2	12	8	6	4	9	6	6
ENSMUSG00000051346	603	485	487	681	544	391	572	397	481
ENSMUSG00000112443	0	0	0	0	0	0	0	0	0
ENSMUSG00000112849	0	0	0	0	0	0	0	0	0
ENSMUSG00000112863	0	2	4	0	0	0	0	0	0
ENSMUSG00000025389	0	4	6	4	0	2	0	1	0
ENSMUSG00000088465	0	0	0	0	0	0	0	0	0
ENSMUSG00000019917	743	841	982	936	810	662	833	629	721
ENSMUSG00000088744	0	0	0	0	0	0	0	0	0
ENSMUSG00000112466	0	2	0	2	2	0	0	2	0
ENSMUSG00000118557	0	4	0	0	0	0	4	0	0
ENSMUSG00000098188	2744	3718	4245	5130	3511	4811	5019	1582	2601
ENSMUSG00000019906	4	21	35	42	18	5	23	10	9
ENSMUSG00000102934	0	0	0	0	0	0	0	0	0
ENSMUSG00002075236	0	0	0	0	0	0	0	0	0
ENSMUSG00000000435	0	0	0	0	0	0	0	0	0
ENSMUSG00000035923	0	2	0	0	0	0	0	0	0
ENSMUSG00000035916	0	0	4	2	1	2	8	0	2
ENSMUSG00000091455	10	4	8	8	8	26	24	6	8
ENSMUSG00000112910	0	0	0	0	0	0	2	0	0
ENSMUSG00000112401	0	0	0	0	0	0	0	0	0
ENSMUSG00000019916	1015	652	1076	1219	707	1237	1589	787	956
ENSMUSG00000069622	0	0	0	0	0	0	0	0	0
ENSMUSG00000009646	125	64	63	62	78	29	27	47	63
ENSMUSG00000009654	1	0	4	0	0	0	0	0	0
ENSMUSG00000009647	6118	6257	4335	4678	4415	3791	4041	4647	5068
ENSMUSG00000071280	2	3	5	3	4	0	4	0	2
ENSMUSG00000019907	4698	5879	6362	6833	4823	6862	7766	4278	4452
ENSMUSG00000110943	0	0	0	0	0	0	0	0	0
ENSMUSG00000111106	0	0	0	0	0	0	0	0	0
ENSMUSG00000035873	1902	2023	2218	2264	1677	1855	2196	1572	1932
ENSMUSG00000071434	0	0	0	0	0	0	0	0	0
ENSMUSG00000065653	0	0	1	2	4	12	2	0	2
ENSMUSG00000110909	0	0	0	0	0	0	0	0	0
ENSMUSG00000111242	0	0	0	0	0	0	0	0	0
ENSMUSG00000111625	0	0	0	0	0	0	0	0	0
ENSMUSG00000112532	14	12	19	35	8	8	10	10	6
ENSMUSG00000110787	0	0	0	0	0	0	0	0	0
ENSMUSG00002075138	0	0	0	0	0	0	0	0	0
ENSMUSG00000112065	0	0	0	0	0	0	0	0	0
ENSMUSG00000091618	74	48	23	24	48	0	16	64	18
ENSMUSG00000111114	0	0	0	0	0	0	0	0	0
ENSMUSG00000040653	52	70	29	84	33	49	52	36	80
ENSMUSG00002076446	0	0	0	0	0	0	0	0	0
ENSMUSG00000019762	629	766	588	459	469	579	508	257	541
ENSMUSG00000035864	190	154	236	450	162	412	380	214	238
ENSMUSG00000112039	0	0	0	0	0	0	0	0	0
ENSMUSG00000111910	0	0	0	0	0	0	0	0	0
ENSMUSG00000112905	0	0	0	0	0	0	0	0	0
ENSMUSG00002075962	0	0	0	0	0	0	0	0	0
ENSMUSG00002075046	0	0	0	0	0	0	0	0	0
ENSMUSG00000065802	0	0	0	0	0	0	0	0	0
ENSMUSG00000112253	0	0	0	0	0	0	0	0	0
ENSMUSG00000112260	0	0	0	0	0	0	0	0	0
ENSMUSG00000020111	7514	7301	5371	5406	5240	4238	5103	5505	5753
ENSMUSG00000090350	0	8	5	1	9	3	0	2	5
ENSMUSG00000091184	2	11	1	0	0	2	6	8	1
ENSMUSG00000091941	6	9	4	15	10	3	2	0	0
ENSMUSG00000118697	1	2	5	2	2	0	0	0	2
ENSMUSG00000112673	2	0	6	2	4	0	3	2	0
ENSMUSG00000020181	10	4	16	24	15	28	24	30	20
ENSMUSG00000102410	0	0	0	0	0	0	0	0	0
ENSMUSG00000112197	0	0	0	0	0	0	0	0	0
ENSMUSG00000112556	0	0	0	0	0	0	0	0	0
ENSMUSG00000112595	0	0	0	0	0	0	0	0	0
ENSMUSG00000112548	0	0	0	0	0	0	0	0	0
ENSMUSG00000111948	0	0	0	0	0	0	0	0	0
ENSMUSG00000112398	4	4	4	0	2	0	2	8	8
ENSMUSG00000112872	0	0	0	0	0	0	0	0	0
ENSMUSG00000040624	540	636	1079	717	665	428	830	682	640
ENSMUSG00000082123	0	0	0	0	0	0	0	0	0
ENSMUSG00002075426	0	3	1	1	1	0	0	1	0
ENSMUSG00000082605	4	5	8	11	2	2	4	5	2
ENSMUSG00000020109	3109	3015	2193	2450	2219	1918	2324	2224	2318
ENSMUSG00000020185	328	178	154	150	193	28	119	130	161
ENSMUSG00000101801	0	0	0	0	0	0	0	0	0
ENSMUSG00000089461	0	0	0	0	0	0	0	0	0
ENSMUSG00000088447	0	0	0	0	0	0	0	0	0
ENSMUSG00000087718	0	0	0	0	0	0	0	0	0
ENSMUSG00000039994	547	339	463	392	284	252	224	240	297
ENSMUSG00000051716	4	0	4	14	2	0	0	0	4
ENSMUSG00000047631	0	4	6	2	8	2	2	2	6
ENSMUSG00000020186	10828	8064	7935	10020	7239	7942	8555	5879	7357
ENSMUSG00000040033	1802	2122	1165	1303	1121	940	1190	1339	1920
ENSMUSG00000025383	10	4	12	6	10	33	13	2	46
ENSMUSG00000064948	0	4	0	0	0	0	2	1	0
ENSMUSG00000040675	1286	1085	626	551	767	591	428	658	681
ENSMUSG00000082247	3	3	4	0	0	2	0	2	0
ENSMUSG00000065792	0	0	0	0	0	0	0	0	0
ENSMUSG00000089473	0	0	2	0	0	0	0	0	0
ENSMUSG00000111266	0	0	0	0	0	0	0	0	0
ENSMUSG00000035798	1189	1522	1513	1426	1340	1296	1657	1114	1445
ENSMUSG00000112165	0	0	0	0	0	0	0	0	0
ENSMUSG00000091086	68	82	64	84	90	74	74	62	106
ENSMUSG00002075246	0	0	0	0	0	0	0	0	0
ENSMUSG00000111968	0	0	0	0	0	0	0	0	4
ENSMUSG00000038587	349	318	680	650	354	557	693	364	382
ENSMUSG00000075327	707	745	691	922	608	690	645	555	727
ENSMUSG00000095123	419	576	619	513	323	547	534	360	297
ENSMUSG00000019763	446	554	733	751	524	610	669	413	520
ENSMUSG00000085687	34	65	60	38	40	53	58	54	20
ENSMUSG00000020189	692	808	719	880	652	711	903	614	821
ENSMUSG00000112642	0	0	4	4	0	0	2	0	2
ENSMUSG00000035759	70	26	92	124	48	70	104	112	54
ENSMUSG00000112246	0	0	0	0	0	0	0	0	0
ENSMUSG00000061759	770	1006	793	893	784	625	736	644	619
ENSMUSG00000019767	8	4	12	15	11	12	6	8	6
ENSMUSG00000065371	0	0	0	0	0	0	0	0	0
ENSMUSG00000112330	0	0	0	0	0	0	0	0	0
ENSMUSG00000005682	1784	2278	2134	2267	1697	2158	2184	1478	1617
ENSMUSG00000019768	168	90	140	110	76	86	182	256	296
ENSMUSG00000025381	3651	3632	3697	4129	3281	3006	3728	2812	3747
ENSMUSG00000005683	31427	42965	24468	28571	29443	24801	26319	24091	27519
ENSMUSG00000089313	0	2	1	6	4	1	11	0	2
ENSMUSG00000039914	679	850	934	1018	630	884	1106	501	621
ENSMUSG00000014498	2971	3278	3206	2889	3302	2012	3271	2277	2358
ENSMUSG00002074905	1	0	0	0	7	0	2	0	0
ENSMUSG00000098701	0	0	0	0	0	0	0	0	0
ENSMUSG00000106600	0	0	0	0	0	0	0	0	0
ENSMUSG00000090761	413	332	267	210	253	232	201	212	292
ENSMUSG00000058799	5713	4500	3572	4131	3227	3147	3066	3653	4936
ENSMUSG00000087819	0	6	2	5	3	0	6	1	0
ENSMUSG00000111997	6	10	2	2	4	2	6	0	8
ENSMUSG00000020205	1249	436	527	593	555	488	463	843	747
ENSMUSG00000100113	0	0	0	0	0	0	0	0	0
ENSMUSG00000097082	0	0	0	0	0	0	0	2	0
ENSMUSG00000112357	0	0	0	0	0	0	0	6	0
ENSMUSG00000039878	3027	3609	4408	3926	3100	3632	3867	3335	2234
ENSMUSG00000112137	0	0	0	0	0	2	0	0	0
ENSMUSG00000112706	0	0	0	2	0	0	4	0	0
ENSMUSG00000112802	0	0	0	0	0	0	0	4	0
ENSMUSG00000102180	0	0	0	0	0	0	0	0	0
ENSMUSG00000112321	0	0	0	0	0	0	0	0	0
ENSMUSG00000112533	0	2	3	0	1	0	0	0	0
ENSMUSG00000112628	0	0	0	0	0	0	0	0	0
ENSMUSG00000063334	935	753	852	1081	699	780	878	759	835
ENSMUSG00000025374	2514	2182	1335	1716	1554	1430	1503	1931	1869
ENSMUSG00002075171	2	3	0	1	2	3	7	1	1
ENSMUSG00000056888	164	144	171	157	158	149	193	158	321
ENSMUSG00000110391	0	0	0	0	0	0	0	0	0
ENSMUSG00000020213	0	0	0	0	0	0	0	0	0
ENSMUSG00000020214	0	0	0	0	0	0	0	0	0
ENSMUSG00000090162	0	0	0	0	2	0	0	0	0
ENSMUSG00000089667	0	0	0	0	0	0	0	0	0
ENSMUSG00000112334	0	0	0	0	0	0	0	0	0
ENSMUSG00000112611	0	0	0	0	0	0	0	0	0
ENSMUSG00000025373	1167	1518	1481	1379	1319	953	1629	1015	1210
ENSMUSG00000088151	2	3	4	13	12	5	8	0	3
ENSMUSG00000098957	4	0	0	0	0	0	0	0	0
ENSMUSG00000096054	733	1015	1665	1311	864	1191	1779	1094	926
ENSMUSG00000035694	0	4	8	7	1	2	10	0	0
ENSMUSG00000112564	0	0	0	0	0	0	0	0	0
ENSMUSG00000119411	0	0	0	0	0	0	0	0	0
ENSMUSG00000046916	32	26	76	92	30	62	76	54	76
ENSMUSG00000019772	1370	1048	1721	2132	1232	1708	1661	1735	1354
ENSMUSG00000110983	0	0	0	0	0	0	0	0	0
ENSMUSG00000035681	2	18	31	26	16	22	42	18	6
ENSMUSG00000112678	0	0	0	0	0	0	0	0	0
ENSMUSG00000019773	570	477	489	482	449	187	318	275	369
ENSMUSG00000100314	0	0	0	0	0	0	0	0	0
ENSMUSG00000112722	0	0	0	0	0	0	0	0	0
ENSMUSG00000074748	4250	4206	3956	4542	3429	3896	4378	3753	4068
ENSMUSG00000097185	0	0	2	2	0	0	0	0	0
ENSMUSG00000064707	0	0	0	0	0	0	0	0	0
ENSMUSG00000112807	0	0	0	0	0	0	0	0	0
ENSMUSG00000019774	321	333	367	497	362	331	417	193	378
ENSMUSG00000111979	0	0	6	4	0	4	6	0	0
ENSMUSG00000112228	0	0	0	0	0	2	0	0	0
ENSMUSG00000112767	0	0	0	0	0	0	0	0	0
ENSMUSG00000112750	0	0	0	0	0	0	0	0	0
ENSMUSG00000112087	0	0	0	0	0	0	0	0	0
ENSMUSG00000112438	0	0	0	0	0	0	0	0	0
ENSMUSG00000112181	0	0	0	0	0	0	0	0	0
ENSMUSG00000104006	0	0	0	0	0	0	0	0	0
ENSMUSG00000112921	0	0	0	0	0	0	0	0	0
ENSMUSG00000104335	0	0	0	0	0	0	0	0	0
ENSMUSG00000019775	144	302	484	514	138	114	294	46	144
ENSMUSG00000112179	0	0	0	0	0	0	0	0	0
ENSMUSG00000112312	0	0	0	0	0	0	0	0	0
ENSMUSG00000111902	0	0	0	0	0	0	0	0	0
ENSMUSG00000078488	0	0	0	0	0	0	0	0	0
ENSMUSG00000050663	4	4	8	8	4	2	8	0	0
ENSMUSG00000089934	0	0	0	0	0	0	0	0	0
ENSMUSG00000084865	0	0	0	0	0	0	0	0	0
ENSMUSG00000111883	0	0	4	0	0	0	0	0	0
ENSMUSG00002075120	0	0	0	0	0	0	0	0	0
ENSMUSG00000112016	0	0	0	0	0	0	0	0	0
ENSMUSG00000119363	0	0	0	0	0	0	0	0	0
ENSMUSG00000006764	0	0	0	0	0	0	0	0	0
ENSMUSG00000020130	3080	3475	2970	3046	2365	2332	2804	2763	2252
ENSMUSG00002076231	0	2	6	0	0	0	0	0	0
ENSMUSG00000111964	10	8	4	4	4	14	22	2	16
ENSMUSG00000020132	4147	4201	3123	3995	3322	3301	4024	3420	4236
ENSMUSG00000025369	5287	5340	5101	5384	4806	4353	5674	4477	4715
ENSMUSG00000069520	2579	2889	2295	2879	2135	1946	2251	2071	2219
ENSMUSG00000020137	511	605	876	1117	813	746	938	515	748
ENSMUSG00000034163	1844	2428	3190	2552	1860	1820	2887	1505	1999
ENSMUSG00000112822	4	38	53	24	22	33	53	2	8
ENSMUSG00000090841	44789	45894	37204	49423	40230	44836	41232	39577	36427
ENSMUSG00000039824	107	95	95	60	67	68	120	61	61
ENSMUSG00000020140	136	149	507	377	326	398	455	155	66
