Geneid	D4_131	D4_182	D4_184	D4_187	D4_195	D4_284	D4_321	D4_326	D4_87
ENSMUSG00000101401	0	0	0	0	0	0	0	0	0
ENSMUSG00000030880	757	660	348	1847	387	733	1373	888	527
ENSMUSG00000096467	0	0	0	0	0	0	0	0	0
ENSMUSG00000095232	0	0	0	0	0	0	0	0	0
ENSMUSG00000096102	0	0	0	0	0	0	0	0	0
ENSMUSG00000094305	0	0	0	2	0	0	0	0	0
ENSMUSG00000094978	0	0	0	0	0	0	0	0	0
ENSMUSG00000098080	0	0	0	0	0	0	0	0	0
ENSMUSG00000101027	0	0	0	0	0	0	0	0	0
ENSMUSG00000099578	0	0	0	0	0	0	0	0	0
ENSMUSG00000030878	1916	806	1254	1026	2060	953	1992	1454	1562
ENSMUSG00000101975	0	0	0	0	0	0	0	0	0
ENSMUSG00000099900	0	0	0	0	0	0	0	0	0
ENSMUSG00000083568	0	0	0	0	0	0	0	0	0
ENSMUSG00000081155	0	0	0	0	0	0	0	0	0
ENSMUSG00000083381	0	0	0	0	0	0	0	0	0
ENSMUSG00000025477	4145	2308	2407	2517	2565	2628	4186	3558	2873
ENSMUSG00000079892	0	0	0	0	0	0	0	0	0
ENSMUSG00000079893	0	0	0	0	0	0	0	0	0
ENSMUSG00000030877	18	16	4	8	0	26	8	12	16
ENSMUSG00000085312	0	0	0	0	0	0	0	0	0
ENSMUSG00000058050	5	4	4	10	2	0	4	0	0
ENSMUSG00000088935	0	0	0	0	0	0	0	0	0
ENSMUSG00000094079	0	0	0	0	0	0	0	0	0
ENSMUSG00000041309	0	0	0	4	6	2	4	0	1
ENSMUSG00000053358	47	30	54	65	40	38	46	77	31
ENSMUSG00000046438	0	0	0	0	0	0	0	0	0
ENSMUSG00000078753	0	0	0	0	0	0	0	0	0
ENSMUSG00000081714	0	0	0	0	0	0	0	0	0
ENSMUSG00000101183	0	0	0	0	0	0	0	0	0
ENSMUSG00002075641	0	0	0	0	0	0	0	0	0
ENSMUSG00000081510	0	0	0	0	0	0	0	0	0
ENSMUSG00000084296	0	0	0	0	0	0	0	0	0
ENSMUSG00000100743	0	0	0	0	0	0	0	0	0
ENSMUSG00000081317	0	0	0	0	0	0	0	0	0
ENSMUSG00000030876	2547	2159	2214	2436	2135	1704	3577	2441	1869
ENSMUSG00000101203	0	0	0	0	0	0	0	0	0
ENSMUSG00000083085	0	0	0	0	0	0	0	0	0
ENSMUSG00000109206	46	24	16	34	10	13	16	16	32
ENSMUSG00000066586	0	0	0	0	0	0	0	0	0
ENSMUSG00000083942	0	0	0	0	0	0	0	0	0
ENSMUSG00000099280	0	0	0	0	0	0	0	0	0
ENSMUSG00000101159	0	0	0	0	0	0	0	0	0
ENSMUSG00000108954	6	12	8	13	16	10	14	4	10
ENSMUSG00000081962	0	0	0	0	0	0	0	0	0
ENSMUSG00000109036	6	16	4	14	6	0	3	0	0
ENSMUSG00000081768	0	0	0	0	0	0	0	0	0
ENSMUSG00000066584	0	0	0	0	0	0	0	0	0
ENSMUSG00000035004	12	70	75	153	36	103	74	55	40
ENSMUSG00000066583	0	0	0	2	0	0	4	0	0
ENSMUSG00000083434	0	0	0	0	0	0	0	0	0
ENSMUSG00000080947	0	0	0	0	0	0	0	0	0
ENSMUSG00000078752	0	0	0	0	0	0	0	0	0
ENSMUSG00000036459	152	193	157	1152	242	191	355	469	180
ENSMUSG00000049571	2	0	0	0	6	3	4	4	3
ENSMUSG00000033790	225	298	183	461	122	375	503	353	180
ENSMUSG00000034990	8	4	0	7	0	0	10	0	4
ENSMUSG00000108502	0	0	0	0	0	0	0	0	0
ENSMUSG00000108627	0	0	0	0	0	0	0	0	0
ENSMUSG00000108697	0	0	0	0	0	0	0	0	0
ENSMUSG00000108351	0	0	0	0	0	0	0	0	0
ENSMUSG00000046321	4	6	1	8	8	23	24	4	23
ENSMUSG00000108811	0	0	0	0	0	0	0	0	2
ENSMUSG00000108409	0	0	0	0	0	0	0	0	0
ENSMUSG00000052997	1569	1670	1304	5287	1361	1751	3765	2316	1815
ENSMUSG00000081491	2	4	0	6	0	2	4	6	0
ENSMUSG00000081161	0	0	0	3	0	0	0	0	1
ENSMUSG00000063317	102	118	126	1229	66	303	379	200	124
ENSMUSG00000053081	3	1	3	0	0	0	0	0	1
ENSMUSG00000002635	301	358	260	514	182	335	607	463	223
ENSMUSG00000000216	8	0	6	2	0	0	6	0	12
ENSMUSG00000108410	0	0	0	0	0	0	0	0	0
ENSMUSG00000030873	0	0	0	0	0	0	0	0	0
ENSMUSG00000034951	879	987	841	871	814	767	1429	1136	625
ENSMUSG00000108511	0	0	0	0	0	0	0	0	0
ENSMUSG00000036427	24753	15466	16081	22012	15633	18982	29230	25734	20033
ENSMUSG00000086526	0	2	6	0	0	1	0	0	0
ENSMUSG00000085105	7	2	0	14	9	2	5	0	0
ENSMUSG00000030872	88	67	53	969	28	1362	215	111	317
ENSMUSG00000030871	393	336	222	738	283	249	655	579	353
ENSMUSG00000066571	242	408	259	370	291	362	417	271	120
ENSMUSG00000030870	2050	2267	2278	2937	2052	2382	2633	3448	1676
ENSMUSG00000108737	0	6	0	4	2	0	0	0	0
ENSMUSG00000078380	0	1	0	0	0	0	1	0	0
ENSMUSG00000030869	3248	2823	2640	4062	2067	2545	5193	4270	3485
ENSMUSG00000108573	14	32	11	31	5	33	26	21	12
ENSMUSG00000066568	2977	2749	2689	3972	2242	2775	4386	3561	2117
ENSMUSG00000108447	8	6	11	10	12	10	22	6	4
ENSMUSG00000082684	6	4	4	8	0	0	6	10	0
ENSMUSG00000086184	1	0	6	6	2	2	2	2	2
ENSMUSG00000108732	10	25	18	116	20	93	40	36	39
ENSMUSG00000085124	0	0	0	0	0	0	0	0	0
ENSMUSG00000081863	0	0	0	0	0	0	0	0	0
ENSMUSG00000086631	0	0	0	0	0	0	0	0	0
ENSMUSG00000108723	0	6	0	0	0	2	6	6	0
ENSMUSG00000030499	118	76	91	60	72	144	125	288	28
ENSMUSG00000087127	0	0	0	0	0	0	0	4	0
ENSMUSG00000070425	8	6	8	17	8	16	12	10	2
ENSMUSG00000060402	93	84	108	6	138	249	74	361	96
ENSMUSG00000100254	0	0	0	0	0	0	0	0	0
ENSMUSG00000044702	49	108	40	334	50	86	297	86	84
ENSMUSG00000063931	21982	16162	20266	3397	20879	17561	16761	27032	11346
ENSMUSG00000077469	3	3	0	0	2	0	4	2	0
ENSMUSG00000089631	0	0	0	0	0	0	0	0	0
ENSMUSG00000056216	3104	4361	4186	3157	4171	4219	4440	5636	2117
ENSMUSG00000108486	11	17	8	22	8	10	23	11	3
ENSMUSG00000108753	38	32	25	5	21	14	42	24	26
ENSMUSG00000108333	6	3	2	14	6	4	2	14	2
ENSMUSG00000108739	0	0	0	0	0	0	2	0	0
ENSMUSG00002076307	0	0	0	0	0	0	0	0	0
ENSMUSG00000108657	0	0	2	0	0	2	2	6	0
ENSMUSG00002075600	0	0	0	0	0	0	0	0	0
ENSMUSG00000070424	20	8	2	2	2	12	8	10	7
ENSMUSG00000108624	24	18	10	2	10	14	24	27	8
ENSMUSG00000034957	2154	2524	2080	2668	2152	2442	3106	3629	1109
ENSMUSG00000108575	0	0	1	0	0	0	0	0	0
ENSMUSG00000030868	1880	1991	1951	2968	1886	2098	3081	2907	1597
ENSMUSG00000086942	2	8	0	4	18	8	14	11	2
ENSMUSG00000030996	0	0	0	0	0	0	0	0	0
ENSMUSG00000030867	900	1136	813	3822	749	794	3329	1202	1476
ENSMUSG00000066279	0	11	4	0	0	0	2	0	0
ENSMUSG00000108688	353	580	470	319	649	472	569	943	333
ENSMUSG00000030447	5073	4609	4314	4211	3809	3386	7045	4657	3152
ENSMUSG00000030495	0	0	2	18	0	4	40	4	14
ENSMUSG00000092526	23	20	11	30	42	29	16	61	38
ENSMUSG00000108701	86	47	52	57	52	33	94	80	37
ENSMUSG00000001802	30	8	38	44	24	74	157	98	12
ENSMUSG00000088307	0	0	0	0	0	0	0	0	0
ENSMUSG00000118454	0	0	0	0	0	0	0	0	0
ENSMUSG00000030866	283	908	695	541	788	547	797	951	190
ENSMUSG00000030865	8284	7842	7331	2270	9454	6051	9370	8372	4430
ENSMUSG00000108708	0	0	0	0	0	0	0	0	0
ENSMUSG00000064532	0	0	0	0	0	0	0	0	0
ENSMUSG00000030452	2478	2434	2228	1868	2257	1648	2834	2237	1501
ENSMUSG00000108358	48	28	14	36	28	36	32	64	26
ENSMUSG00000047037	70	114	68	138	52	90	146	197	57
ENSMUSG00000085927	0	0	0	0	0	0	0	0	0
ENSMUSG00000108640	10	0	9	0	0	0	4	4	1
ENSMUSG00000108443	0	6	0	12	0	4	6	4	0
ENSMUSG00000078087	0	0	0	0	0	0	0	0	0
ENSMUSG00000108659	8	8	18	2	12	14	22	10	6
ENSMUSG00000063808	615	596	524	649	309	665	1018	831	429
ENSMUSG00000108704	4	2	2	2	2	4	0	0	0
ENSMUSG00000052889	30	114	112	697	34	1065	52	117	258
ENSMUSG00000108752	0	2	0	10	0	4	0	0	6
ENSMUSG00000108522	0	0	0	0	6	6	0	0	0
ENSMUSG00000108317	0	0	0	0	0	2	0	0	0
ENSMUSG00000084230	2	8	0	4	3	0	6	14	1
ENSMUSG00002075351	0	0	0	0	0	0	0	0	0
ENSMUSG00000108455	0	0	0	8	0	4	2	0	2
ENSMUSG00000087520	0	0	0	0	0	0	0	0	0
ENSMUSG00000108341	0	0	0	2	0	0	2	0	0
ENSMUSG00000030494	6885	4203	4154	5364	3092	3614	9913	4648	3723
ENSMUSG00000066189	0	0	0	0	0	0	0	0	0
ENSMUSG00000108718	0	0	0	0	0	0	0	0	0
ENSMUSG00000108529	0	0	0	2	0	0	0	0	0
ENSMUSG00000030493	245	193	233	792	219	274	647	310	233
ENSMUSG00000023072	418	498	465	732	439	504	1119	747	513
ENSMUSG00000100776	4	42	21	0	23	10	15	10	13
ENSMUSG00000030779	2027	2179	1741	3584	1834	2953	3048	2908	1527
ENSMUSG00000108452	87	52	43	86	43	60	58	65	28
ENSMUSG00000108551	8	23	21	16	10	17	23	16	6
ENSMUSG00000063550	2149	2157	1967	3141	1506	1993	3654	2221	1720
ENSMUSG00000108396	0	0	0	2	0	0	0	0	0
ENSMUSG00000110230	0	0	0	0	0	0	0	0	0
ENSMUSG00000109814	0	0	0	0	0	6	0	0	0
ENSMUSG00000052707	2903	3824	3883	4237	3651	3916	3781	4336	2302
ENSMUSG00000025461	0	10	4	16	16	21	0	19	4
ENSMUSG00000030492	16537	17901	18781	3480	23769	12472	16864	18170	9654
ENSMUSG00000030769	460	1677	1279	28	1365	1741	170	2515	144
ENSMUSG00000054672	12	30	36	10	14	8	10	2	12
ENSMUSG00000109875	0	2	0	1	0	0	10	2	8
ENSMUSG00000061489	0	0	2	0	0	0	12	0	0
ENSMUSG00000062782	0	4	0	0	0	0	0	0	0
ENSMUSG00000110059	0	0	0	0	0	0	0	0	0
ENSMUSG00000060112	0	1	18	6	2	0	10	18	8
ENSMUSG00000110257	0	0	0	0	0	0	0	0	0
ENSMUSG00000060974	0	0	0	0	0	0	0	0	0
ENSMUSG00000030990	796	581	387	2176	449	420	1809	714	1177
ENSMUSG00000111339	0	0	0	0	0	0	0	0	0
ENSMUSG00000073982	2758	1929	2009	2305	1984	2271	2949	3386	2041
ENSMUSG00000030491	158	63	68	83	112	51	109	122	92
ENSMUSG00000100068	2	2	0	0	0	0	2	0	0
ENSMUSG00000034875	1670	1183	1218	2017	1142	1290	2514	2118	1499
ENSMUSG00000097509	18	2	4	14	18	8	7	14	2
ENSMUSG00000056043	0	4	4	10	4	16	6	2	2
ENSMUSG00000030987	1708	1079	1046	1479	1252	1822	2228	2146	894
ENSMUSG00000110175	0	2	0	0	2	0	0	0	0
ENSMUSG00000030451	2422	2502	2232	2443	2179	2594	3130	2825	1247
ENSMUSG00000030978	864	1007	471	6186	338	866	4231	825	1728
ENSMUSG00000109940	0	0	0	14	2	0	0	0	7
ENSMUSG00000108347	2	4	6	8	2	2	4	19	9
ENSMUSG00000044814	0	1	0	14	0	0	5	0	6
ENSMUSG00000043925	2	0	0	4	3	0	0	0	2
ENSMUSG00000044824	0	0	0	6	0	0	0	0	0
ENSMUSG00000109822	0	0	0	0	0	0	0	0	0
ENSMUSG00000109906	0	0	0	0	0	0	0	0	0
ENSMUSG00000073979	0	0	0	0	0	0	0	0	0
ENSMUSG00000030450	0	0	0	0	0	0	0	0	0
ENSMUSG00000108773	0	0	0	0	0	0	0	0	0
ENSMUSG00000073978	0	0	0	0	0	0	0	0	0
ENSMUSG00000073977	0	0	4	0	0	12	0	2	0
ENSMUSG00000055026	6	2	0	12	0	18	6	28	12
ENSMUSG00000108488	0	0	0	0	0	0	0	0	0
ENSMUSG00000108647	0	0	0	0	0	0	0	0	0
ENSMUSG00000108586	0	0	0	0	0	0	0	0	0
ENSMUSG00000108450	0	0	0	0	0	0	0	0	0
ENSMUSG00000108556	0	0	0	0	0	0	0	0	0
ENSMUSG00000108377	0	0	0	0	0	0	0	0	0
ENSMUSG00000055048	0	0	4	0	0	0	0	2	0
ENSMUSG00000030966	225	521	605	461	333	441	450	545	172
ENSMUSG00000109756	0	0	0	0	0	0	2	0	0
ENSMUSG00000073975	0	0	0	0	0	0	0	0	0
ENSMUSG00000073974	0	0	0	0	0	0	0	0	0
ENSMUSG00000073973	0	0	0	0	0	0	0	0	0
ENSMUSG00000073972	0	0	0	0	0	0	0	0	0
ENSMUSG00000073971	0	0	0	0	0	0	0	0	0
ENSMUSG00000055078	0	0	0	0	0	0	0	0	0
ENSMUSG00000110251	0	0	2	0	0	0	0	0	0
ENSMUSG00000073970	0	0	0	0	0	0	0	0	0
ENSMUSG00000073969	0	0	0	0	0	0	0	0	0
ENSMUSG00000110352	2	0	0	0	0	0	0	0	0
ENSMUSG00000073968	150	156	73	178	77	233	211	235	89
ENSMUSG00000109618	0	8	2	1	1	7	4	4	0
ENSMUSG00000073967	0	0	0	0	0	0	0	0	0
ENSMUSG00000070423	0	1	0	0	0	0	2	0	6
ENSMUSG00000110376	0	0	0	0	0	0	0	0	0
ENSMUSG00000066273	0	0	0	0	0	4	0	0	0
ENSMUSG00000066272	0	0	0	0	0	0	0	0	0
ENSMUSG00000033676	12	6	6	8	4	24	24	50	2
ENSMUSG00000099203	0	0	0	0	0	0	0	0	0
ENSMUSG00000109439	0	0	0	0	0	0	0	0	0
ENSMUSG00000108597	0	0	0	0	0	0	0	0	0
ENSMUSG00000109086	0	6	2	6	0	2	0	0	0
ENSMUSG00000109475	0	0	0	0	0	0	0	0	0
ENSMUSG00000109339	0	0	0	0	0	0	0	0	0
ENSMUSG00000077784	0	0	0	0	0	0	0	0	0
ENSMUSG00000119548	0	0	0	0	0	0	0	0	0
ENSMUSG00000109348	0	0	0	0	0	0	0	0	0
ENSMUSG00000108877	0	0	0	0	0	0	0	0	0
ENSMUSG00000034867	1006	874	761	1273	775	825	1443	1365	754
ENSMUSG00000073963	0	0	0	0	0	0	0	0	0
ENSMUSG00000052785	0	0	0	0	0	0	0	0	0
ENSMUSG00000025324	18	40	24	92	34	68	76	82	12
ENSMUSG00000045824	0	0	0	0	0	0	0	0	0
ENSMUSG00000109393	0	0	0	0	0	0	0	0	0
ENSMUSG00000109434	0	0	0	0	0	0	0	0	0
ENSMUSG00000086926	0	0	0	0	0	0	2	0	0
ENSMUSG00000109261	0	0	0	0	0	0	0	0	0
ENSMUSG00000066269	0	0	0	0	0	0	0	0	0
ENSMUSG00000109252	0	0	0	0	0	0	0	0	0
ENSMUSG00000108909	0	0	0	0	0	0	0	0	0
ENSMUSG00000109221	0	0	0	0	0	0	0	0	0
ENSMUSG00000073962	0	0	0	0	0	0	0	0	0
ENSMUSG00000108838	0	0	0	0	0	0	0	0	0
ENSMUSG00000108902	0	0	0	0	0	0	0	0	0
ENSMUSG00000109308	0	0	0	0	0	0	0	0	0
ENSMUSG00000109332	0	0	0	0	4	0	0	0	0
ENSMUSG00000043354	0	0	0	0	0	0	0	0	0
ENSMUSG00000109536	54	142	78	66	98	78	105	82	30
ENSMUSG00000045792	0	0	0	0	0	0	0	0	0
ENSMUSG00000110033	0	0	0	0	0	0	0	0	0
ENSMUSG00000110143	0	0	0	0	0	0	0	0	0
ENSMUSG00000109845	0	0	0	0	0	0	0	0	0
ENSMUSG00000030417	1486	1046	1035	2414	921	1043	2132	1877	1599
ENSMUSG00000073961	0	0	0	0	0	0	0	0	0
ENSMUSG00000084356	0	0	0	0	0	0	0	0	0
ENSMUSG00000057461	0	0	0	0	0	0	0	0	0
ENSMUSG00000073956	0	0	0	0	0	0	0	0	0
ENSMUSG00000073955	0	0	0	0	0	0	0	0	0
ENSMUSG00000073954	0	0	0	0	0	0	0	0	0
ENSMUSG00000083383	0	0	0	0	0	0	0	0	0
ENSMUSG00000043671	164	164	146	225	98	221	202	206	106
ENSMUSG00000057321	0	0	0	0	0	0	0	0	0
ENSMUSG00002076718	0	0	0	0	0	0	0	0	0
ENSMUSG00002076523	0	0	0	0	0	0	0	0	0
ENSMUSG00002074985	0	0	0	0	0	0	0	2	0
ENSMUSG00000073953	0	0	0	0	0	0	0	0	0
ENSMUSG00000073952	0	0	0	0	0	0	0	0	0
ENSMUSG00000073951	0	0	0	0	0	0	0	0	0
ENSMUSG00000030766	2857	3011	3288	2418	2574	3161	3763	3812	2044
ENSMUSG00000073950	0	0	0	0	0	0	0	0	0
ENSMUSG00000045540	0	0	0	0	0	0	0	0	0
ENSMUSG00000044452	518	600	447	844	364	655	966	843	452
ENSMUSG00000044997	0	0	0	0	0	0	0	0	0
ENSMUSG00000109951	0	0	0	0	0	0	0	0	0
ENSMUSG00000100387	0	0	0	0	0	0	0	0	0
ENSMUSG00000108711	0	0	0	0	0	0	0	0	0
ENSMUSG00000059874	0	0	0	0	0	0	0	0	0
ENSMUSG00000066543	4	8	0	8	0	2	0	0	6
ENSMUSG00000098016	0	0	0	0	0	0	0	0	0
ENSMUSG00002075020	0	0	0	0	0	0	0	0	0
ENSMUSG00000058976	0	0	0	2	0	0	0	0	0
ENSMUSG00002076566	0	0	0	0	0	0	0	0	0
ENSMUSG00002076059	0	0	0	0	0	0	0	0	0
ENSMUSG00000101965	0	0	0	0	0	0	0	0	0
ENSMUSG00000104330	0	0	0	5	6	0	0	0	0
ENSMUSG00000109659	0	0	0	0	0	0	0	0	0
ENSMUSG00000073949	0	0	0	0	0	0	0	0	0
ENSMUSG00000021217	50	38	52	100	59	58	74	99	28
ENSMUSG00000103882	0	0	6	8	0	4	8	0	2
ENSMUSG00000030763	714	771	514	686	398	418	1193	785	516
ENSMUSG00000102516	0	0	0	4	0	0	0	0	0
ENSMUSG00000081945	0	0	0	0	0	0	0	0	0
ENSMUSG00000104420	0	2	0	2	4	2	6	2	0
ENSMUSG00000104454	2	0	10	0	0	0	1	0	0
ENSMUSG00000073948	0	0	0	0	0	0	0	0	0
ENSMUSG00002076435	0	0	0	0	0	0	0	0	0
ENSMUSG00002076774	0	0	0	2	0	0	0	0	0
ENSMUSG00000101342	0	0	0	0	0	0	0	0	0
ENSMUSG00000100616	0	0	0	0	0	0	0	0	0
ENSMUSG00000100905	0	0	0	0	0	0	0	0	0
ENSMUSG00000046396	0	0	0	0	0	0	0	0	0
ENSMUSG00000099715	0	0	0	0	0	0	0	0	0
ENSMUSG00000030762	0	0	0	0	0	0	0	0	0
ENSMUSG00000045584	0	0	0	0	0	0	0	0	0
ENSMUSG00000096584	0	0	0	0	0	0	0	0	0
ENSMUSG00000094119	0	0	0	0	0	0	0	0	0
ENSMUSG00000078624	0	0	0	0	0	0	0	0	0
ENSMUSG00000030757	15	4	0	4	10	8	12	12	2
ENSMUSG00000073947	0	0	0	0	0	0	0	0	0
ENSMUSG00000025326	1774	1700	1478	2008	1480	1636	2433	2105	1287
ENSMUSG00000084484	0	0	0	0	0	0	0	0	0
ENSMUSG00000098160	0	0	0	0	0	0	0	0	0
ENSMUSG00000098129	0	0	0	0	0	0	0	0	0
ENSMUSG00000047544	0	0	0	0	0	0	0	0	0
ENSMUSG00000078591	6	0	0	0	0	2	2	8	0
ENSMUSG00000109362	4	8	2	4	5	0	2	10	5
ENSMUSG00000077176	0	0	0	0	0	0	0	0	0
ENSMUSG00000108943	1	14	15	21	0	2	7	2	4
ENSMUSG00000085899	0	0	0	0	0	0	0	0	0
ENSMUSG00000108880	0	0	0	0	0	0	0	0	0
ENSMUSG00000108886	0	6	6	0	0	0	2	0	0
ENSMUSG00000085892	0	0	0	0	0	0	0	0	0
ENSMUSG00000087781	0	0	0	0	0	0	0	0	0
ENSMUSG00000073946	0	0	0	0	0	0	0	0	0
ENSMUSG00002075901	0	0	0	0	0	0	4	0	0
ENSMUSG00000086254	0	0	4	0	0	2	0	0	0
ENSMUSG00000108623	0	0	0	0	0	0	0	0	0
ENSMUSG00000108407	0	0	0	0	0	0	0	0	0
ENSMUSG00000073945	0	0	0	0	0	0	0	0	0
ENSMUSG00000108799	4	2	0	0	4	6	2	10	0
ENSMUSG00000073844	0	0	0	0	0	0	0	0	0
ENSMUSG00000073944	0	0	0	0	0	0	0	0	0
ENSMUSG00000043456	8	8	0	6	6	8	18	18	2
ENSMUSG00000045928	0	0	0	0	2	2	0	0	0
ENSMUSG00000045132	0	0	0	0	0	0	0	0	0
ENSMUSG00000081315	0	0	0	0	0	0	0	0	0
ENSMUSG00000104236	0	0	0	0	0	0	0	0	0
ENSMUSG00000108507	0	0	0	0	0	0	0	0	0
ENSMUSG00000108790	0	0	0	0	0	0	0	0	0
ENSMUSG00000090457	0	0	0	0	0	0	0	0	0
ENSMUSG00000108330	0	0	0	0	0	0	0	0	0
ENSMUSG00000050085	0	0	0	0	0	0	0	0	0
ENSMUSG00000108572	0	0	0	0	0	0	0	0	0
ENSMUSG00000108814	0	0	0	0	2	2	0	0	0
ENSMUSG00000093540	0	0	0	0	0	0	0	0	0
ENSMUSG00000099687	4	2	6	0	0	0	6	0	0
ENSMUSG00000064591	0	0	0	0	0	0	0	0	0
ENSMUSG00000045780	0	0	0	0	0	0	0	0	0
ENSMUSG00000073943	0	0	0	0	0	0	0	0	0
ENSMUSG00000081038	0	0	0	0	0	0	0	0	0
ENSMUSG00000082077	0	0	0	0	0	0	0	0	0
ENSMUSG00000100826	254	206	161	208	120	156	380	242	193
ENSMUSG00000109157	12	26	4	22	8	10	16	6	20
ENSMUSG00000094822	0	0	0	0	0	0	0	0	0
ENSMUSG00000030752	117	120	90	406	110	129	247	174	110
ENSMUSG00000109122	2	0	0	0	0	0	0	0	0
ENSMUSG00000077615	0	0	0	0	0	0	0	0	0
ENSMUSG00000064377	0	0	0	0	0	0	0	0	0
ENSMUSG00000077681	0	0	0	0	0	0	0	0	0
ENSMUSG00000119412	0	0	0	0	0	0	0	0	0
ENSMUSG00000096516	0	0	0	0	0	0	0	0	0
ENSMUSG00000118711	0	0	0	0	0	0	0	0	0
ENSMUSG00000118846	0	0	0	0	0	0	0	0	0
ENSMUSG00000119550	0	0	0	0	0	0	0	0	0
ENSMUSG00000118828	0	0	0	0	0	0	0	0	0
ENSMUSG00000119773	0	0	0	0	0	0	0	0	0
ENSMUSG00000119048	0	0	0	0	0	0	0	0	0
ENSMUSG00000047545	0	0	0	0	0	0	0	0	0
ENSMUSG00000118834	0	0	0	0	0	0	0	0	0
ENSMUSG00000119746	0	0	0	0	0	0	0	0	0
ENSMUSG00000119446	0	0	0	0	0	0	0	0	0
ENSMUSG00000119687	0	0	0	0	0	0	0	0	0
ENSMUSG00000119238	0	0	0	0	0	0	0	0	0
ENSMUSG00000050281	0	0	0	0	0	0	0	0	0
ENSMUSG00000119739	0	0	0	0	0	0	0	0	0
ENSMUSG00000118933	0	0	0	0	0	0	0	0	0
ENSMUSG00000119258	0	0	0	0	0	0	0	0	0
ENSMUSG00000058662	0	0	0	0	0	0	0	0	0
ENSMUSG00000119224	0	0	0	0	0	0	0	0	0
ENSMUSG00000119726	0	0	0	0	0	0	0	0	0
ENSMUSG00000061626	0	0	0	0	0	0	0	0	0
ENSMUSG00000030750	800	716	858	2516	634	1050	1395	1429	975
ENSMUSG00000108615	0	0	2	2	0	0	0	2	0
ENSMUSG00000030421	756	560	320	1295	414	653	1446	640	612
ENSMUSG00000108726	0	0	0	0	0	0	0	0	0
ENSMUSG00000030748	2943	3138	3375	8038	2899	3421	3361	4297	1707
ENSMUSG00000108524	0	0	0	2	0	3	0	0	0
ENSMUSG00000030745	59	216	299	875	172	1327	110	133	364
ENSMUSG00000101708	0	0	0	0	0	0	0	0	0
ENSMUSG00000099781	0	0	0	0	0	0	0	0	0
ENSMUSG00000094920	0	0	0	0	0	0	0	0	0
ENSMUSG00000099846	0	0	0	0	0	0	0	0	0
ENSMUSG00000100169	0	0	0	0	0	0	0	0	0
ENSMUSG00000060565	0	0	0	0	0	0	0	0	0
ENSMUSG00000099765	0	0	0	0	0	0	0	0	0
ENSMUSG00000101847	0	0	0	0	0	0	0	0	0
ENSMUSG00000100810	0	0	0	0	0	0	0	0	0
ENSMUSG00002076921	0	0	0	0	0	0	0	0	0
ENSMUSG00000100841	0	0	0	0	0	0	0	0	0
ENSMUSG00000094233	0	0	0	0	0	0	0	0	0
ENSMUSG00000100788	0	0	0	0	0	0	0	0	0
ENSMUSG00000099772	0	0	0	0	0	0	0	0	0
ENSMUSG00000101855	0	0	0	0	0	0	0	0	0
ENSMUSG00000119867	0	0	0	0	0	0	0	0	0
ENSMUSG00000101470	0	0	0	0	0	0	0	0	0
ENSMUSG00000099981	0	0	0	0	0	0	0	0	0
ENSMUSG00000096277	0	0	0	0	0	0	0	0	0
ENSMUSG00000101023	0	0	0	0	0	0	0	0	0
ENSMUSG00002076420	0	0	0	0	0	0	0	0	0
ENSMUSG00000101035	0	0	0	0	0	0	0	0	0
ENSMUSG00000101703	0	0	0	0	0	0	0	0	0
ENSMUSG00000101454	0	0	0	0	0	0	0	0	0
ENSMUSG00000102017	0	0	0	0	0	0	0	0	0
ENSMUSG00000097653	0	0	0	0	0	0	0	0	0
ENSMUSG00000099951	0	0	0	0	0	0	0	0	0
ENSMUSG00002076176	0	0	0	0	0	0	0	0	0
ENSMUSG00000100112	0	0	0	0	0	0	0	0	0
ENSMUSG00000100721	0	0	0	0	0	0	0	0	0
ENSMUSG00000053742	0	0	0	0	0	0	0	0	0
ENSMUSG00002075626	0	0	0	0	0	0	0	0	0
ENSMUSG00000046372	0	0	2	0	0	2	2	0	2
ENSMUSG00000100490	6	4	4	0	0	5	2	2	2
ENSMUSG00000068959	42	40	44	76	6	102	60	30	24
ENSMUSG00000104150	3	8	9	5	0	4	0	2	0
ENSMUSG00000099934	0	0	0	0	0	2	0	0	0
ENSMUSG00000074903	6	0	0	4	0	4	6	0	0
ENSMUSG00000070236	0	0	0	0	0	0	0	0	0
ENSMUSG00000100912	0	0	0	0	0	0	0	0	0
ENSMUSG00000101901	0	0	0	0	0	0	0	0	0
ENSMUSG00000110135	0	0	0	0	0	0	0	0	0
ENSMUSG00000102085	0	0	0	0	0	4	0	0	0
ENSMUSG00000100431	0	0	0	0	0	0	0	3	0
ENSMUSG00000102227	0	0	0	0	0	6	0	0	0
ENSMUSG00000109083	0	0	0	0	0	0	0	0	0
ENSMUSG00000102464	0	0	0	0	0	0	0	0	0
ENSMUSG00000032777	2272	2954	2632	2986	2013	3396	3635	4113	1636
ENSMUSG00000025495	1004	1214	1201	939	1080	994	1537	1603	832
ENSMUSG00000038650	6004	3568	3729	7199	3591	3714	7917	5729	4696
ENSMUSG00000110275	50	44	34	110	30	34	96	54	80
ENSMUSG00000077547	0	0	0	0	0	0	0	0	0
ENSMUSG00000032743	1018	1598	1407	602	988	1206	1583	1440	555
ENSMUSG00000025499	2277	1841	2127	3790	1886	2180	3538	3086	2321
