Geneid	Cb_1	Cb_3_1	Cb_4_1	Cb_5_1	Cb_6	Control_4	Control_5_1	Control_6_1	Control_7_1	Control_8_1	Ox_1_1	Ox_3_1	Ox_4	Ox_7	Ox_8
ENSMUSG00000021998	2476	1779	2887	1915	1428	1029	778	710	639	845	1348	1068	209	2150	1785
ENSMUSG00000089733	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
ENSMUSG00000090054	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000008813	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0
ENSMUSG00000068392	3	0	0	0	0	2	0	0	0	3	2	2	2	6	2
ENSMUSG00000115698	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0
ENSMUSG00000021999	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00002076433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115789	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022000	1468	1372	1561	1394	1297	1446	1903	1639	1643	1602	1421	1383	975	850	1064
ENSMUSG00000115615	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000091722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034913	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000022002	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
ENSMUSG00000064394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039543	5	2	2	4	1	15	13	4	2	10	9	10	5	0	10
ENSMUSG00000084942	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
ENSMUSG00000034893	2766	2220	2415	2284	2558	2723	2909	2715	2914	2536	3209	2579	3938	1822	2091
ENSMUSG00002075876	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0
ENSMUSG00000022003	413	444	373	432	325	291	368	415	314	388	565	541	808	424	411
ENSMUSG00000115458	0	0	0	3	0	0	4	3	0	1	2	0	2	0	0
ENSMUSG00000060126	42023	32736	37768	32267	38060	44582	49498	45901	45686	41945	44888	49930	79772	47401	50335
ENSMUSG00000065147	21	39	33	20	32	25	28	36	27	19	32	44	77	76	64
ENSMUSG00000067995	990	880	868	808	929	418	573	569	495	465	769	660	1136	773	979
ENSMUSG00000046523	2	2	2	2	0	6	0	4	0	4	0	9	0	10	0
ENSMUSG00000065799	0	0	0	0	0	0	0	3	0	0	0	0	0	2	1
ENSMUSG00000022008	1345	1201	1376	1252	1240	1395	1420	1280	1374	1180	1087	1111	880	719	1015
ENSMUSG00000021814	9273	8232	7305	7712	7815	7245	7902	6826	6935	6808	6059	6658	10930	5025	6358
ENSMUSG00000022009	618	545	496	542	563	365	389	316	353	229	559	500	1047	550	639
ENSMUSG00000095427	104	26	16	14	38	6	16	12	4	10	20	24	21	34	24
ENSMUSG00000115625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021815	45	22	60	24	69	51	91	58	49	80	50	46	38	45	39
ENSMUSG00000021910	8332	6413	7461	5683	7926	10156	12121	10628	11758	11579	10489	8836	9680	7979	7286
ENSMUSG00000091898	7	15	5	15	6	7	8	19	5	19	26	29	37	17	15
ENSMUSG00000022010	4671	3472	3740	3069	3303	10820	12222	10869	12897	11619	9502	14153	17827	15768	15137
ENSMUSG00000052584	10	8	4	2	12	46	34	18	23	26	31	28	41	34	44
ENSMUSG00000115143	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ENSMUSG00000021904	129	50	94	64	115	117	247	186	158	148	216	243	62	294	194
ENSMUSG00000101009	0	10	4	4	2	2	2	6	4	3	4	2	0	4	6
ENSMUSG00000115709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115353	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000115596	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000115303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044350	908	632	693	639	803	441	392	461	428	397	660	349	224	250	322
ENSMUSG00000034795	279	230	244	174	290	306	340	242	260	222	170	159	104	96	160
ENSMUSG00000021816	2688	2305	2281	1957	2550	2099	2393	2190	2282	1947	1935	1879	928	1864	1946
ENSMUSG00000021902	219	175	186	173	215	315	334	309	356	323	234	249	245	245	288
ENSMUSG00000084925	12	7	10	7	11	40	25	23	33	29	16	8	25	25	13
ENSMUSG00000022012	15	8	8	11	13	45	37	30	37	32	31	22	46	20	25
ENSMUSG00000063556	74	28	12	2	46	15	20	20	30	30	6	30	6	32	12
ENSMUSG00000115733	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022013	1154	980	873	912	1097	624	756	806	729	670	796	818	435	1018	1237
ENSMUSG00000021901	2216	1799	1853	1728	1839	1796	1829	1758	1877	1584	1818	1782	1935	1744	1953
ENSMUSG00000034235	279	210	233	201	263	425	673	624	543	574	587	376	685	483	401
ENSMUSG00000068697	4	0	0	0	2	0	0	0	0	0	0	0	8	2	2
ENSMUSG00000039376	0	6	4	6	2	6	13	10	2	2	0	3	20	14	8
ENSMUSG00000022014	2166	1996	1929	1925	1820	1107	1009	1077	954	905	964	1207	390	1177	1485
ENSMUSG00000115517	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000092272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019027	12	2	9	4	2	11	15	9	21	26	13	8	6	21	2
ENSMUSG00000045655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115468	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1
ENSMUSG00000115445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022015	22	16	52	22	30	31	16	6	4	34	16	2	0	4	28
ENSMUSG00002076701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004562	976	803	771	713	1061	1115	1327	1369	1330	1203	2491	2573	3121	2212	2027
ENSMUSG00000022016	1452	1497	1577	1546	1322	2131	3131	2755	2961	2623	2526	2149	2106	1231	1333
ENSMUSG00000097633	1	3	6	8	8	5	31	27	15	11	26	45	17	13	2
ENSMUSG00000021893	2853	2267	2500	2298	2359	2106	2410	2377	2239	1990	2426	2333	1409	1589	1849
ENSMUSG00000039367	8807	7649	7369	7474	7133	5921	6948	6907	6256	6109	7509	6138	6290	5480	5875
ENSMUSG00000098602	0	3	1	3	1	2	0	0	0	2	1	3	2	0	0
ENSMUSG00000049295	2828	2092	2299	2163	2340	3023	3526	3069	3349	3071	2366	3457	1913	3883	3610
ENSMUSG00000039357	549	468	508	482	484	729	872	776	904	809	453	634	445	682	563
ENSMUSG00000119862	1	2	1	1	1	20	4	2	9	4	3	3	5	0	3
ENSMUSG00000072571	1382	1155	1003	1175	952	410	603	614	528	516	1029	922	296	779	859
ENSMUSG00000063787	1014	837	704	703	1068	642	540	579	637	553	731	832	699	1319	1293
ENSMUSG00000115454	59	58	27	53	26	16	26	30	29	43	51	87	4	40	66
ENSMUSG00000115141	4	3	10	12	6	10	9	8	18	5	9	6	0	22	10
ENSMUSG00000044286	0	6	0	0	0	1	4	2	2	0	2	8	0	6	0
ENSMUSG00000065853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115736	0	0	3	0	0	4	0	0	0	0	0	2	2	0	1
ENSMUSG00000115541	3	0	0	1	0	4	6	0	0	0	0	0	4	0	0
ENSMUSG00000021892	414	321	473	359	470	603	675	700	588	633	545	346	680	502	469
ENSMUSG00000115283	0	0	0	0	0	0	2	0	0	0	6	0	2	0	2
ENSMUSG00000034731	909	870	1136	947	688	3883	5360	3912	5274	4217	1135	1513	980	445	650
ENSMUSG00000115087	0	4	0	0	3	4	2	2	1	8	0	2	2	0	0
ENSMUSG00000084447	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0
ENSMUSG00000115107	2	0	0	0	1	4	0	0	0	3	0	0	0	0	0
ENSMUSG00000115514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021891	673	583	537	683	593	565	673	610	556	682	652	630	571	717	752
ENSMUSG00000021890	2803	2584	2453	2738	2499	1696	2170	1854	1998	1666	2932	2191	5999	1466	2129
ENSMUSG00000115102	2	1	3	0	4	0	0	0	0	0	0	0	4	4	1
ENSMUSG00000058997	3861	2843	3878	2706	2973	6685	7894	7498	7458	6832	3961	3424	1556	2108	2151
ENSMUSG00000115090	3	0	1	0	0	2	9	1	9	10	2	0	2	6	2
ENSMUSG00000115539	4	4	6	5	4	8	4	3	2	5	4	4	6	10	2
ENSMUSG00000115643	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000115637	22	8	6	10	12	0	7	11	2	2	0	6	4	4	10
ENSMUSG00000115167	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0
ENSMUSG00000115111	1	0	0	0	0	4	6	4	9	3	0	3	1	0	0
ENSMUSG00000057606	41	4	59	10	26	62	65	69	85	75	17	38	77	88	63
ENSMUSG00000071262	0	0	1	0	0	1	2	6	8	6	6	0	0	0	2
ENSMUSG00000115045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022018	252	110	143	78	329	443	530	581	489	418	666	404	621	550	438
ENSMUSG00000022020	606	462	403	367	443	446	475	541	500	529	507	480	328	427	500
ENSMUSG00000022022	177	193	161	133	147	188	195	186	216	181	117	154	68	171	175
ENSMUSG00000043881	580	340	352	390	332	564	588	596	666	522	414	427	170	334	282
ENSMUSG00000075502	48	26	32	21	36	26	20	26	18	12	40	51	4	32	44
ENSMUSG00000022023	1238	910	1043	999	1018	1072	1438	1312	1281	1308	1262	1297	1170	1154	1204
ENSMUSG00000036461	3423	2926	3334	2786	2971	3959	4576	4016	4183	4093	2631	2767	1700	1701	2067
ENSMUSG00002075158	0	1	0	0	0	0	10	2	0	0	0	0	0	3	1
ENSMUSG00000021819	2946	2532	2959	2809	2631	4252	4793	4730	4874	4637	4011	3454	7909	2408	2350
ENSMUSG00000022024	2200	1736	1642	1555	1572	1620	1861	2110	1869	1830	2231	1976	1780	1940	1872
ENSMUSG00000060373	9146	7174	6478	6296	7254	6694	7217	6942	6832	7204	8402	8468	6784	8620	9660
ENSMUSG00000021884	7	3	3	3	7	25	22	23	14	11	7	8	10	15	5
ENSMUSG00000022025	2	10	4	0	4	0	2	2	4	2	4	0	14	4	4
ENSMUSG00000115740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115422	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000076453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021900	444	300	376	281	400	545	431	409	499	459	236	327	248	472	371
ENSMUSG00000036422	0	0	0	2	2	0	0	2	0	0	0	0	0	10	0
ENSMUSG00000102774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095959	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
ENSMUSG00000115190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022026	6	18	6	4	20	2	0	0	0	0	20	4	0	0	4
ENSMUSG00000115334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115847	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039308	1031	829	989	817	858	1309	1208	1290	1201	1195	932	938	1668	876	869
ENSMUSG00000115031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115393	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000115780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035566	70	49	77	54	50	450	316	334	446	490	271	142	138	80	62
ENSMUSG00000115529	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000115743	0	2	0	2	0	0	0	0	0	0	0	6	0	6	0
ENSMUSG00000115239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115836	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000115014	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000115128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014496	2275	2218	2370	2000	2224	1385	2038	1907	1618	1560	2218	1580	2540	1072	1522
ENSMUSG00000115210	5	4	6	0	0	0	2	2	2	12	2	2	8	4	0
ENSMUSG00000115812	0	2	0	0	0	0	6	0	0	0	4	0	4	0	2
ENSMUSG00000093191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021903	60	48	58	22	68	214	305	306	221	268	72	141	234	84	44
ENSMUSG00000115628	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000021905	1126	875	868	751	1063	869	730	639	701	652	653	786	1023	1033	1179
ENSMUSG00000022021	552	546	478	451	417	215	265	371	270	250	430	331	132	313	559
ENSMUSG00000115306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057132	38	46	49	41	54	97	222	133	191	198	47	45	36	24	33
ENSMUSG00000022019	699	548	554	494	591	876	1154	849	1034	922	601	651	260	641	517
ENSMUSG00000115564	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000115484	0	0	0	4	0	1	7	4	1	0	0	0	0	0	1
ENSMUSG00000115184	2	0	0	2	0	9	2	0	1	0	7	0	0	2	0
ENSMUSG00000115608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062611	885	286	144	107	404	144	168	134	185	295	114	328	312	546	248
ENSMUSG00002075121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050505	4	10	8	6	6	36	30	26	30	28	22	26	18	16	20
ENSMUSG00000115623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115392	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035726	2397	2271	2313	2066	2067	1666	2383	2503	1920	1954	2430	2117	1478	1211	1472
ENSMUSG00000062093	218	106	46	40	88	32	36	30	24	78	32	92	66	104	60
ENSMUSG00000115313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097533	5	1	0	0	4	9	6	4	3	9	8	9	4	6	4
ENSMUSG00000115292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115368	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSMUSG00000115171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115662	42	18	32	37	36	12	10	6	17	22	22	44	8	19	47
ENSMUSG00000115660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021906	962	820	780	846	828	702	924	792	786	769	768	663	148	614	787
ENSMUSG00000021907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055421	18	2	20	12	6	56	68	42	34	61	34	38	81	23	16
ENSMUSG00000065014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115505	22	32	34	16	30	6	30	14	23	6	34	38	24	20	32
ENSMUSG00000115632	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSMUSG00000115447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115471	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSMUSG00000115797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115379	14	4	0	0	6	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000115499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115243	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022076	0	0	0	0	0	0	6	2	12	2	0	6	2	2	0
ENSMUSG00000083933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053754	2295	2131	2346	1923	1958	2622	3615	3306	3182	3381	2558	2246	2580	1774	1887
ENSMUSG00000093044	5	0	9	1	1	5	3	4	8	5	6	5	4	3	4
ENSMUSG00000105868	6	4	4	0	3	17	8	1	10	8	3	6	4	2	4
ENSMUSG00000056234	1865	1664	2007	1809	1584	2327	3151	2917	2789	2842	2791	3068	1112	1225	1677
ENSMUSG00000021820	796	743	868	607	743	1044	1483	1114	1390	1088	1070	1573	2122	2645	1405
ENSMUSG00000013701	2973	2587	2460	2414	2819	1407	1825	1774	1664	1281	2394	1964	2635	2356	2780
ENSMUSG00000077611	0	0	1	1	0	0	3	0	1	2	0	1	1	0	0
ENSMUSG00000022159	16	7	27	14	30	53	51	45	54	77	36	21	19	20	39
ENSMUSG00000021822	358	372	330	334	315	368	502	612	531	339	353	339	246	505	278
ENSMUSG00000088979	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000114728	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000016831	3190	3108	2928	3434	2620	2316	2467	2537	2246	2401	2749	2303	2212	1790	2128
ENSMUSG00000021823	2566	2675	3071	2978	2290	2870	4554	4194	4352	3854	3668	2921	2692	1426	1506
ENSMUSG00000021824	4128	3443	3393	3466	3400	2447	2715	2830	2669	2529	3148	2451	1820	2214	2333
ENSMUSG00000022160	810	546	513	471	583	698	772	739	716	735	531	638	201	465	517
ENSMUSG00000049532	60	40	66	39	40	114	174	180	196	144	112	163	110	188	161
ENSMUSG00000064755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105461	6	2	2	6	2	2	0	0	4	0	6	2	8	10	8
ENSMUSG00000094140	8	18	10	30	11	0	0	0	0	0	0	8	0	2	4
ENSMUSG00000103010	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000063867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105343	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000021911	1657	1366	1526	1316	1498	972	1443	1490	1276	1298	1458	1303	1008	977	1106
ENSMUSG00000115833	0	2	0	6	0	8	0	0	4	0	2	4	5	8	8
ENSMUSG00000091570	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090459	5	2	2	4	3	6	15	2	13	8	7	10	13	5	3
ENSMUSG00000059887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039197	2501	1843	1961	1454	1971	2961	3302	3145	3136	2984	2616	2448	1385	1522	2209
ENSMUSG00000106131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115813	24	13	15	14	31	23	38	35	36	34	9	15	2	21	8
ENSMUSG00002074958	0	0	0	0	0	9	0	2	0	0	0	0	2	5	1
ENSMUSG00000115691	6	0	9	8	2	15	14	11	10	23	6	4	7	2	0
ENSMUSG00000114875	0	2	2	0	0	1	4	2	2	2	0	4	1	0	0
ENSMUSG00000104788	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
ENSMUSG00002074966	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
